법령용어명,법령내용
affiliation,"{'LsTrmService': {'법령용어일련번호': '619123', '법령용어명_한글': 'affiliation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '입회(入會);합병'}}"
affinity,"{'LsTrmService': {'법령용어일련번호': '617969', '법령용어명_한글': 'affinity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '인척관계'}}"
AFTN,"{'LsTrmService': {'법령용어일련번호': '5272406', '법령용어명_한글': 'AFTN', '법령용어명_한자': 'AFTN', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '항공통신 지명약어, 항공사 등의 호출부호와 3문자 배정 규정[국토교통부고시 제2025-223호, 2025.4.30., 전부개정]', '법령용어정의': '항공고정통신국간에 메시지 또는 디지털 데이터를 교환하기 위한 항공고정통신업무의 한 부분으로서 제공된 전 세계 항공고정통신 회선망을 말한다.'}}"
age,"{'LsTrmService': {'법령용어일련번호': '617069', '법령용어명_한글': 'age', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '연령'}}"
agency,"{'LsTrmService': {'법령용어일련번호': '617392', '법령용어명_한글': 'agency', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기관;대리;대리점;대행기관'}}"
agenda,"{'LsTrmService': {'법령용어일련번호': '617393', '법령용어명_한글': 'agenda', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '의사일정'}}"
agent,"{'LsTrmService': {'법령용어일련번호': '617224', '법령용어명_한글': 'agent', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대리상;대리인'}}"
aggravation,"{'LsTrmService': {'법령용어일련번호': '619125', '법령용어명_한글': 'aggravation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '가중'}}"
aggregate,"{'LsTrmService': {'법령용어일련번호': '618321', '법령용어명_한글': 'aggregate', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '집합물;합계액'}}"
aggregation,"{'LsTrmService': {'법령용어일련번호': '619126', '법령용어명_한글': 'aggregation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '집합'}}"
agitation,"{'LsTrmService': {'법령용어일련번호': '618322', '법령용어명_한글': 'agitation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '선동'}}"
agreement,"{'LsTrmService': {'법령용어일련번호': '618323', '법령용어명_한글': 'agreement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '계약;동의;약정;합의;협약;협정'}}"
aid,"{'LsTrmService': {'법령용어일련번호': ['617070', '617071'], '법령용어명_한글': ['aid', 'aid'], '법령용어명_한자': [None, None], '법령용어코드': ['011403', '011403'], '법령용어코드명': ['법령한영사전', '법령한영사전'], '법령용어정의': ['방조(幇助)', '구제(救濟);보조;부조;알선']}}"
aider,"{'LsTrmService': {'법령용어일련번호': '617225', '법령용어명_한글': 'aider', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '방조자'}}"
aids,"{'LsTrmService': {'법령용어일련번호': '617096', '법령용어명_한글': 'aids', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '부조금'}}"
aim,"{'LsTrmService': {'법령용어일련번호': '617072', '법령용어명_한글': 'aim', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '목적'}}"
air,"{'LsTrmService': {'법령용어일련번호': '617073', '법령용어명_한글': 'air', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대기'}}"
aircraft,"{'LsTrmService': {'법령용어일련번호': '617970', '법령용어명_한글': 'aircraft', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '항공기'}}"
aircrew,"{'LsTrmService': {'법령용어일련번호': '617637', '법령용어명_한글': 'aircrew', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '항공기승무원'}}"
airline,"{'LsTrmService': {'법령용어일련번호': '617638', '법령용어명_한글': 'airline', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '항공로'}}"
airplane,"{'LsTrmService': {'법령용어일련번호': '617971', '법령용어명_한글': 'airplane', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '항공기'}}"
airport,"{'LsTrmService': {'법령용어일련번호': '617639', '법령용어명_한글': 'airport', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공항'}}"
airway,"{'LsTrmService': {'법령용어일련번호': '617394', '법령용어명_한글': 'airway', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '항공로'}}"
airworthiness,"{'LsTrmService': {'법령용어일련번호': '619947', '법령용어명_한글': 'airworthiness', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '감항(堪航)'}}"
alcohol,"{'LsTrmService': {'법령용어일련번호': '617640', '법령용어명_한글': 'alcohol', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '술'}}"
algorithm,"{'LsTrmService': {'법령용어일련번호': '618325', '법령용어명_한글': 'algorithm', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '해법'}}"
alien,"{'LsTrmService': {'법령용어일련번호': '617226', '법령용어명_한글': 'alien', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '외국인'}}"
allegation,"{'LsTrmService': {'법령용어일련번호': '618716', '법령용어명_한글': 'allegation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '주장'}}"
alliance,"{'LsTrmService': {'법령용어일련번호': '617972', '법령용어명_한글': 'alliance', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '동맹;연합회'}}"
allocation,"{'LsTrmService': {'법령용어일련번호': '618717', '법령용어명_한글': 'allocation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '분담;할당'}}"
allotment,"{'LsTrmService': {'법령용어일련번호': '618326', '법령용어명_한글': 'allotment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '배당;부담액;분담;분담액;분배;할당'}}"
allowance,"{'LsTrmService': {'법령용어일련번호': '618327', '법령용어명_한글': 'allowance', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '급여;수당;허락'}}"
allurement,"{'LsTrmService': {'법령용어일련번호': '618718', '법령용어명_한글': 'allurement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '유치(誘致)'}}"
alteration,"{'LsTrmService': {'법령용어일련번호': '618719', '법령용어명_한글': 'alteration', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '변경;변형'}}"
alternation,"{'LsTrmService': {'법령용어일련번호': '619128', '법령용어명_한글': 'alternation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '변조'}}"
AL마스크,"{'LsTrmService': {'법령용어일련번호': '5003474', '법령용어명_한글': 'AL마스크', '법령용어명_한자': 'AL마스크', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '보호구 안전인증 고시[고용노동부고시 제2023-64호, 2023.12.18., 일부개정]', '법령용어정의': '에어라인 마스크와 복합식 에어라인 마스크를 말한다.'}}"
amalgamation,"{'LsTrmService': {'법령용어일련번호': '619549', '법령용어명_한글': 'amalgamation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '합병'}}"
amelioration,"{'LsTrmService': {'법령용어일련번호': '619550', '법령용어명_한글': 'amelioration', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '개선(改善)'}}"
amendment,"{'LsTrmService': {'법령용어일련번호': '618328', '법령용어명_한글': 'amendment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수정'}}"
amnesty,"{'LsTrmService': {'법령용어일련번호': '617641', '법령용어명_한글': 'amnesty', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사면'}}"
amortization,"{'LsTrmService': {'법령용어일련번호': '619551', '법령용어명_한글': 'amortization', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '소각(消却)'}}"
amount,"{'LsTrmService': {'법령용어일련번호': '617395', '법령용어명_한글': 'amount', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '금액'}}"
amusement,"{'LsTrmService': {'법령용어일련번호': '618329', '법령용어명_한글': 'amusement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '오락;유기(遊技)'}}"
